px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
-9.68163     -15.7671     30.824     36.2698     -61.1259     98.59     670.772     680.746     -0.00306695     -0.0160312     -2.2843     2.47003     -0.0111694     -0.000194094     -0.00462576     0.012091
5.37063     -4.42036     -71.6361     72.1329     72.4211     90.8128     -64.6344     133.013     -0.0239759     0.00483125     0.00931351     0.0261711     0.0227185     0.00158066     -0.0172336     0.0285592
59.9142     2.42435     -32.9564     68.5912     7.05116     86.1692     -90.4864     125.242     0.0118726     0.0137666     -0.928081     0.928259     0.00832123     0.00292952     -0.40744     0.407535
-53.1294     44.7597     340.627     347.672     -3.0427     45.8861     44.105     63.8991     -0.0148019     -0.0204492     0.643984     0.644479     -0.0119188     0.00129616     2.21493     2.21936
-71.334     -90.6028     74.8624     137.568     31.8631     -17.5092     16.8817     40.3715     -0.0145691     -0.0141718     3.34679     3.34685     -0.00601062     -0.0144993     -4.72411     4.72414
14.3451     64.6233     77.2408     101.839     -78.2337     26.4439     118.373     144.412     -0.0254683     -0.0145314     6.53146     6.53152     0.0113509     0.00403639     0.0280467     0.0305246
18.2337     -17.4922     -18.593     31.7362     7.28059     117.352     -64.2812     134.088     -0.0204477     0.00631938     -237.685     237.685     0.0132699     0.0158074     -0.0277235     0.0345624
24.2897     -0.397984     45.7165     51.9921     -81.5274     86.3386     192.288     226.05     -0.033252     -0.0369561     -0.461982     0.464649     0.0221781     -0.014807     0.0856901     0.0897436
-15.3645     114.498     316.659     337.108     11.0357     -7.09408     2.49025     14.19     0.00127064     -0.0245818     -0.0432687     0.0497801     -0.0154889     0.0116607     178.874     178.874
66.2334     -69.8665     -197.057     219.369     30.6048     29.8071     -166.994     172.439     0.0304979     0.00270498     -120.471     120.471     0.0139823     -0.0221999     -1.20323     1.20351
22.9242     0.468588     2.91965     23.6072     -18.1864     -108.113     -135.244     174.164     0.0472416     0.0109324     0.147468     0.208753     -0.0267084     -0.00750505     -0.0682055     0.0736318
-26.6633     -30.5932     -100.229     108.239     82.6234     -55.8524     -148.707     179.117     -0.00798554     0.00304068     -0.00715606     0.0111456     -0.00212487     0.00600082     -0.0136695     0.0150791
7.42369     127.863     737.692     748.743     -4.61339     -15.9541     44.7254     47.9502     0.0230515     -0.0251297     0.1033     0.108783     0.00168228     -0.00881126     -0.162566     0.162814
70.1169     -42.5082     255.905     268.763     40.6868     40.8071     78.9915     97.8945     -0.0297477     -0.0057525     100.94     100.94     0.0257459     -0.0134617     0.0126422     0.0316843
-18.3913     -10.6042     -340.955     341.649     -66.2922     -53.0899     -176.594     196.014     0.0324207     -0.0169337     0.0125687     0.0386759     0.0246388     0.0102975     -11.2029     11.203
10.0785     80.6544     -139.427     161.461     13.325     26.5707     13.715     33.0862     -0.044482     -0.0135022     8.29838     8.29851     -0.0314718     0.0216001     9.50709     9.50819
27.3783     -27.3003     -325.593     327.915     63.2206     86.5513     -1188.35     1193.18     0.0150393     0.013297     7.62046     7.62049     0.0150871     -0.0084352     -1.86791     1.86799
-96.6589     75.5672     -23.0725     124.935     23.5802     6.73751     -12.6084     27.9899     -0.000354082     0.0055512     -0.378814     0.378855     -0.00207991     -0.00389282     -0.000179388     0.00441727
66.7013     64.6633     -482.014     490.908     11.1788     4.12147     -666.542     666.665     0.0255072     -0.00992816     -1.26114     1.26144     -0.0071728     -0.00554762     0.0908566     0.0913079
65.3078     19.0358     -360.651     367.041     35.8563     -73.1341     -298.579     309.527     -0.0158933     0.0176586     10.3259     10.3259     0.012719     -0.00341031     0.0010222     0.0132079
1.75554     29.0295     55.9001     63.1954     110.231     -39.2604     410.745     427.114     -0.0113433     0.0585672     2.94134     2.94194     -0.0348393     -0.0113115     -41.0397     41.0397
-1.14142     13.6724     95.4945     96.5944     58.7051     -108.359     213.544     246.601     0.0141395     0.0237067     -0.0546248     0.0612029     0.015255     0.00923724     0.327398     0.327883
