px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
-694.179     -622.412     -24.3558     932.683     -157.171     -230.656     3.17655     279.174     -155.877     -228.845     2.25261     276.899     -696.377     -624.34     -24.7851     935.604
-53.9404     1057.96     752.51     1299.41     -45.1665     150.788     150.176     217.607     -53.1271     1047.33     746.577     1287.28     -45.9322     153.819     151.852     220.973
-481.116     -383.703     -127.56     628.487     -397.753     -436.669     -203.659     624.81     -480.211     -382.666     -126.312     626.89     -399.99     -438.356     -203.489     627.34
-67.93     74.0337     -35.4044     106.64     -998.575     496.447     -322.909     1160.99     -998.63     496.17     -324.413     1161.33     -38.2741     40.3395     -19.8285     59.0369
34.7227     10.6818     -24.0895     43.8533     1120.21     342.426     -44.0558     1172.21     37.5795     9.59655     -23.8066     45.509     1116.78     343.648     -43.9149     1169.28
872.58     -304.802     1803.04     2026.15     290.449     -31.8801     521.359     597.675     290.339     -31.9772     522.547     598.644     873.218     -305.519     1804.09     2027.46
157.192     99.6204     39.2393     190.254     864.928     552.122     -76.143     1028.96     137.15     86.6623     33.4214     165.642     827.044     527.992     -72.2561     983.869
-741.468     797.018     1212.14     1629.21     -72.9874     91.8488     77.9927     140.958     -74.5178     92.49     78.9508     142.62     -298.647     320.809     489.048     656.716
-153.334     294.906     140.691     360.968     -300.542     828.517     198.101     903.346     -153.512     294.631     139.918     360.487     -301.519     828.705     197.416     903.681
-359.851     -401.483     133.22     555.385     -504.587     -438.918     282.62     726.054     -504.666     -438.718     282.942     726.097     -360.925     -401.511     133.637     556.181
155.474     -653.8     395.038     779.554     224.225     -485.604     277.265     602.484     155.889     -655.804     396.79     782.191     223.537     -484.648     277.043     601.336
-256.146     -476.417     -701.853     886.118     -209.845     -641.356     -762.981     1018.59     -142.805     -437.471     -521.081     695.197     -219.584     -408.526     -601.902     759.866
-706.098     156.743     391.383     822.403     -493.843     43.4905     180.117     527.483     -478.969     42.8927     175.371     511.866     -703.554     155.605     389.913     819.288
279.124     -476.964     -54.764     555.362     427.349     -514.1     16.2158     668.739     273.941     -466.326     -52.8484     543.411     423.761     -509.725     17.1543     663.089
244.27     32.4538     84.9557     260.694     962.294     -19.0684     549.121     1108.12     235.896     31.4924     82.555     251.901     899.03     -17.3726     513.123     1035.3
-443.835     675.775     -685.806     1060.2     -236.605     333.857     -239.735     474.277     -274.981     421.082     -428.604     660.777     -197.382     277.544     -200.365     395.141
-876.686     151.195     384.123     969.026     -320.163     -1.05066     194.368     374.576     -819.687     141.832     359.648     906.283     -320.62     -1.48277     194.385     374.946
-872.288     582.659     845.179     1347.12     -146.542     76.8377     198.353     258.352     -872.255     580.786     844.627     1345.93     -109.74     57.9292     150.209     194.836
-252.934     -414.69     -862.04     989.485     -249.829     -683.555     -1188.77     1393.87     -253.825     -418.039     -870.538     998.509     -248.337     -680.671     -1182.5     1386.83
-0.950316     6.30335     35.9144     36.7902     -1137.5     418.881     2886.83     3131     -1142.06     418.32     2896.57     3141.56     2.93293     6.05784     28.9356     29.7081
-123.635     534.076     405.085     681.644     -26.5491     674.61     569.143     883.035     -123.683     539.243     409.381     688.239     -25.9062     670.371     565.742     877.572
219.705     308.181     464.166     598.932     371     758.368     849.603     1197.75     219.365     308.393     465.1     599.621     371.896     758.117     848.307     1196.94
778.962     -912.074     431.218     1274.61     21.2353     -2.69509     3.57336     22.2264     21.7988     -2.59469     3.71489     22.2648     725.68     -849.927     402.679     1187.91
-539.35     98.0083     -224.375     592.344     -649.055     101.801     -127.433     669.252     -289.046     52.6768     -117.654     316.488     -650.386     101.299     -128.595     670.671
-140.333     -262.176     57.6298     302.942     -608.272     -689.407     232.627     948.375     -607.71     -687.92     233.472     947.129     -141.141     -262.593     57.7104     303.655
-206.443     92.901     62.9592     235.024     -970.036     158.662     318.479     1033.25     -211.514     94.3514     65.6992     240.742     -964.123     157.34     317.577     1027.2
